Date,Content,Reviewer-Name,Rating
Stayed in April 2024,"nothingThe location was excellent and despite our very early arrival, the staff were very accommodating and helpful. In fact the staff overall were excellent - they were more than helpful, friendly and made us feel very at home. The room which was newly refurbished was excellent, comfortable and clean with a great view. The buffet breakfast was perfect and had a good selection that was constantly topped up so more than enough to start the day.Stayed in April 2024",Sharon,10
Stayed in April 2024,Quite noisy day and nightVery centralStayed in April 2024,Andrew,10
Stayed in April 2024,"Literally nothing. One of the elevators was out of order during our stay but it was a minor inconvenience.Best location on St Andrews Square, close to transportation, Princes Street, George Street and   Waverly station.Stayed in April 2024",Lisa,9.0
Stayed in April 2024,"My single issue was with the aircon, which was noisy - so much that o had to turn it off at night.Very conveniently located for major attractions and transport. Good included breakfast and helpful staff.Stayed in April 2024",Anthony,8.0
Stayed in April 2024,The rooms were cold even when in bed we were coldStayed in April 2024,Susan,9.0
Stayed in April 2024,Not much not to like toasters in restaurant not good takes ages to get your toast ready and pillows to hard for my liking apart from that excellent stay 😀Lovely hotel in heart of Edinburgh close to all tourist attractions and shops staff very helpful  had small incident with our first room but staff sorted it out immediately we'll done ✔️ 👍Stayed in April 2024,Kelly-anne,10
Stayed in April 2024,Parking was not offered close by but they did help us find parking and gave us a discount so that helped a lot.  Now that we have been there we see no one has close parking!Great location close to the Royal Mile. Lovely breakfast and super friendly staff.  The food in the restaurant was great and served a bit later than usual.  Safe friendly atmosphere as well.  Great quiet sleep and in the middle of everything!Stayed in April 2024,Heidi,8.0
Stayed in April 2024,"No plug sockets on one side of the bed and the milk in the room is not kept in a fridge.Comfortable beds, good staff and a nice bar area.Stayed in April 2024",Josephine,9.0
Stayed in April 2024,"Better lighting in room as we were in room -3basement so need stronger lightingRoom was spacious if a little dark could do with better lighting, hotel was lovely, staff very friendly, breakfast excellent would definitely be backStayed in April 2024",Brian,8.7
Stayed in March 2024,Stylish querky cleanStayed in March 2024,K,9.0
Stayed in April 2024,"Small roomQuirky, clean & comfortable in a good location, lovely staff , good breakfast and unexpected evening entertainment- loved itStayed in April 2024",Fiona,8.0
Stayed in April 2024,"Absolutely nothingBeautiful modern decor , lovely staff , comfy bed and nice and quiet , very close to centre of Edinburgh , and nice Continental breakfast , and check out at 12 so lie in after being out lateStayed in April 2024",Lynne,10
Stayed in April 2024,NothingEverythingStayed in April 2024,Rachel,8.0
Stayed in April 2024,Very small room and quite pricy compared to the other 20 hotels we’ve stayed at in 2 months. Would not stay again. It’s the second IBIS we stayed at and the last.Location.Stayed in April 2024,Victoria,8.0
Stayed in March 2024,All was perfectExcellent locationStayed in March 2024,Lucia,10
Stayed in April 2024,"The heating in the room didn't work reliably. But, when we mentioned this to a member of staff she brought us a portable fan heater within a few minutes. So that was good.Staff were excellent. Much better than in many hotels.Stayed in April 2024",Kevin,10
Stayed in April 2024,Excellent choices-all fresh and delicious.Stayed in April 2024,Patricia,8.0
Stayed in April 2024,"Clean room, great breakfast and nice staffStayed in April 2024",Carol,9.0
Stayed in April 2024,ParkingStaff were lovelyStayed in April 2024,Elizabeth,10
Stayed in April 2024,"Breakfast, very poor choices.Hotel Modern and Clean and in a great location.Stayed in April 2024",Joanne,9.0
Stayed in March 2024,NothingCentral locationStayed in March 2024,Elspeth,10
Stayed in April 2024,"NothingNice hotel nice staff couldn't help enough nice breakfast.
Great place to stay everything near.Stayed in April 2024",Coleby,10
Stayed in April 2024,"Some noise from traffic as vehicles clanked over a drain cover outside our room window.The room met all our expectations,  everything we required with quality toiletries provided, a very comfortable bed and good blackout curtains. Great choices for breakfast, enjoyed the artwork and funky vibe of this hotel.Stayed in April 2024",Janet,9.0
Stayed in April 2024,Rooms very small.Central location. Welcoming staff on arrival - very helpful throughout. Surprisingly good breakfast and Arran Aromatics products in the rooms.Stayed in April 2024,Janet,10
Stayed in April 2024,"Nothing,it was just perfectStylish hotel in a fantastic locationStayed in April 2024",Paul,10
Stayed in March 2024,NothingThe room was bright also the bathroom and the towels were large white and soft ..Stayed in March 2024,Barbara,10
Stayed in March 2024,"Continental breakfast was good but maybe have prepared fresh fruitQuirky
Staff were fantastic 
Location perfectStayed in March 2024",Ben,10
Stayed in March 2024,Rooms a bit noisyGood location and newly refurbed roomsStayed in March 2024,Lindsey,8.0
Stayed in March 2024,Staff was great especially Tatiana and an Indian staff( unfortunately I don’t remember his name). They were super helpful and made us feel at home☺️. Breakfast was great too!Stayed in March 2024,Samrin,8.0
Stayed in March 2024,"Location is excellent. Tatiana did her best to accommodate our room request.  We had a great room overlooking St Andrew’s Square. Breakfast was adequate.  Would recommend this hotel.Stayed in March 2024",Helen,9.0
Stayed in March 2024,"A toilet on the ground floor close to the bar and breakfast area would have been nice. Having to use the lift and find one on the lower floor was a little testing, but they were clean and tidy.Breakfast was good, continental style with plenty of choice. The rooms were clean and serviced well.Stayed in March 2024",Colin,10
Stayed in March 2024,Nothing.Staff were fabulous. Excellent location. Great price for big family room. Great continental breakfast.Stayed in March 2024,Claire,9.0
Stayed in March 2024,Great place and service.  Great location as well.Stayed in March 2024,Dawn,10
Stayed in February 2024,Outside was a manhole that made a noise when a car went over it so noisy at night.Breakfast was fine and location was great.Stayed in February 2024,Whyte,10
Stayed in February 2024,"The bathroom didn’t have a fan/fan wasn’t workingLovely comfortable room, breakfast was fantasticStayed in February 2024",Bronwyn,8.7
Stayed in March 2024,"Room carpet could have been better vacuumed.Location, staff, breakfast selection.Stayed in March 2024",Anne,9.0
Stayed in March 2024,NothingClean and bright. Great locationStayed in March 2024,Agnes,9.0
Stayed in March 2024,"NilFriendly atmosphere, fresh modern decor.Stayed in March 2024",Karen,10
Stayed in March 2024,"NothingExcellent location, super friendly and helpful staff. Nicely decorated, good ambience and a very good continental breakfastStayed in March 2024",Sara,10
Stayed in March 2024,"Everything,  perfect location, friendly staff, lovely breakfast, Everything was greatStayed in March 2024",Susan,9.0
Stayed in March 2024,NothingVery central and very cleanStayed in March 2024,David,9.0
Stayed in March 2024,"Loved everythingEverything it’s location was perfect for our visit, its quirky decor and the staff were amazing.Stayed in March 2024",Kathleen,10
Stayed in March 2024,location and friendliness of staffStayed in March 2024,Catriona,10
Stayed in March 2024,"As soon as we walked in, the staff were exceptionally friendly and this continued throughout our stay. 
The hotel was bright and modern with quirky Scottish touches. The continental breakfast was a really lovely surprise as we hadn't expected such a variety of choice. The coffee was amazing. Thank you everyone. It felt like a real treat being there.Stayed in March 2024",Fiona,10
Stayed in March 2024,EveryrhingStayed in March 2024,William,9.0
Stayed in March 2024,Our room was just a boxroomConvenient for what we requiredStayed in March 2024,Stan,9.0
Stayed in March 2024,"Just my personal preference, bed was a bit hard.I didn’t have great experiences of the hotel as it seemed very inexpensive for its location, but my god!! My daughter and I had a wonderful stay , from the second we stepped through the door ( an hour before official checkin) we were made so welcomeStayed in March 2024",Lesley,10
Stayed in March 2024,Continental breakfast was good some hot meat as in sausage and bacon would make it perfectThe location was perfect. Very clean.Stayed in March 2024,Gary,10
Stayed in March 2024,"What could have been better was the size of our room, we were at the back of the hotel, as we were older we would have benefitted from more room to move about…this is maybe something the hotel may consider for older guests.This hotel is in a really central location and has a great vibe. Breakfast was continental, varied and plenty of it. The staff were very good and their customer service was excellent. The hotel was really clean, tea & coffee making facilities with a nice wee piece of shortbread in the room. Beds were comfortable, good shower, shower gel, shampoo and hand soap were all provided. A good sized flat screen tv in the room which was great.Stayed in March 2024",Suzanne,8.0
Stayed in February 2024,"Loved the decor, breakfast, locality, staff so friendly and welcoming  - felt v safe for a centre city location.Stayed in February 2024",Kim,10
Stayed in February 2024,No fridge in roomClean friendly staff value for money a great locationStayed in February 2024,Karen,10
Stayed in February 2024,NothingEverything. Hotel has personality not like a bland chain- staff were excellent and friendly. Rooms were clean and comfortable and nicely decorated. Fabulous location and very safe. Breakfast was also a bonus- fresh and tasty.Stayed in February 2024,Susan,10
Stayed in February 2024,Fantastic location.  Amazing staff!Stayed in February 2024,Regina,9.0
Stayed in February 2024,"Would have liked a cooked breakfastLovely room ,very clean,  super Arran toiletries 
Friendly staff
Fantastic location, near bus and train station,and the new shopping centreStayed in February 2024",Linda,10
Stayed in February 2024,"Nothing.I stayed in a 5* hotel last hogmanay, they could learn so much from this team, wow! 
Great location. Staff were fab, one of the busiest and the best continental breakfast offerings I’ve ever had. Very efficiently run. Rooms are compact, but well thought out, better in room facilities than other 4* hotels in the area! Very clean. Great value.Stayed in February 2024",Debbie,9.0
Stayed in February 2024,"To be honest there was nothing I can think of that would have made the stat better.Location was brilliant, near everything we wanted to see including first class restaurants.The room was small but comfortable and very quirky which we liked. The bed was really comfortable and the shower was excellent. The view was great overlooking St Andrews Square and although very busy at night couldn’t hear a thing.Breakfast was continental and there was a good selection of bread, pastries and cereal.The entertainment in the bar was very good and made a pleasant atmosphere.Stayed in February 2024",Joanne,9.0
Stayed in January 2024,"Stayed here previously, still as good. Location excellent,  good continental breakfast. Definitely come back againStayed in January 2024",Elizabeth,10
Stayed in February 2024,Air con in room had intermittent noise but didn’t disturb us.Location was good and the breakfast was brilliant and varied over the few days we were there.Stayed in February 2024,Carol,10
Stayed in February 2024,Room was quite small - ok for one night but might be a bit tight for longer stays. Also a bit noisy outside - inevitable given the location but a rear facing room would perhaps be better.Great central location. Helpful staff. Good breakfast included.Stayed in February 2024,John,9.0
Stayed in February 2024,0 noise reduction from the windows. Loud pipes throughout the night. Cramped rooms. Room facilities non existent. No water provided. Cleaners didn’t change sheets when turning room over.Great location. Friendly staff. Clean rooms. Excellent bathroom.Stayed in February 2024,Paul,10
Stayed in February 2024,A bit warmer. Blankets in wardrobe. Although staff did bring us a heater and extra duvet. My granddaughter would have like a stronger hairdryer.Location excellent for all tourist things. Breakfast a bonus. Staff were excellent. Security excellent. Little bottle of milk was great instead of usual sachets of milk. Beds and pillows so comfy.Stayed in February 2024,Adele,8.7
Stayed in February 2024,"NothingWe loved the location , very close to station ,beds were comfortable ,staff were very friendly and helpful and allowed us to store suitcases prior to and after we checked out .
Breakfast was nice with lots of choice.Stayed in February 2024",Florence,9.0
Stayed in February 2024,"Room decor wouldn't be for everyone and wet room wasn't great but overall comfortable stay so I would highly recommend for a city breakEasy location, right beside the tram that goes to the airportStayed in February 2024",Brian,10
Stayed in February 2024,May be cooked breakfast could be a optionGreat locationStayed in February 2024,Jonathan,9.0
Stayed in February 2024,"We could only find 1 usb in the room. Our fault for not bringing something to plug in but plugs aren’t on both sides of the bed which is annoying. Nothing they can do about that though and appreciate it’s preference.Excellent location. Staff were fantastic, and left a card, some balloons, and a little bottle of Scottish whiskey in the room. It’s pet friendly, there was a wee bed and water bowl for my hound. Really thoughtful!Stayed in February 2024",Brittany,8.0
Stayed in February 2024,"Slightly cold found heat difficult to manage. 
No drinking water in bedrooms.Very nice, comfortable experience. Great location in centre of Edinburgh. Great breakfast and staff were more than helpful. Held our luggage for the day after checkout.Stayed in February 2024",Joan,10
Stayed in February 2024,"We were only there for one night, last minute decision  to stay in Edinburgh. Easy to book, fun, funky decor.  Breakfast was continental but plenty of fresh choices. Little crowded for breakfast, staff could have directed more.Stayed in February 2024",Amy,9.0
Stayed in February 2024,EverythingStayed in February 2024,Linda,10
Stayed in February 2024,"Excellent location, great interior, cozy and friendly staff. Superb 👌Stayed in February 2024",Bimla,9.0
Stayed in February 2024,"Some traffic noise heard in the morning.Great location. Close enough to the train station, shops, bars and restaurants. Good breakfast. A nice selection of continental breakfast items. Took a little time to find everything eg plates etc as they were not too close to the meats/ cheeses etc but close to the breads. Little things, we needed to pay more attention. Room a good size, everything we needed for our stay. Nice touch with the wee milk bottle for teas and coffee. Well appointed bathroom, just a little cold.Stayed in February 2024",Moira,8.0
Stayed in February 2024,"A really nice hotel with a fantastic location. The room was great and the staff were lovely and so friendly. The breakfast was really nice too with a lot of options and the general vibe and artwork around the hotel was a bonus too, we will definitely be back and I highly recommend.Stayed in February 2024",Claire,8.0
Stayed in February 2024,We stayed on the ground floor .should be new double glazing to reduce the traffic noise.Easy to find .nice and clean .smooth entrance.Stayed in February 2024,Mirza,10
Stayed in February 2024,Nothing everything was perfectVery stylish very clean and staff lovely location was excellent with a view of st Andrew’s squareStayed in February 2024,Angela,9.0
Stayed in February 2024,"There was no lunch or dinner menu, so we had to go out for meals.The staff were exceptionally good and were very attentive to our needs. The toom we initially were given was not suitable, and we were changed over to another straight away with no issue.Stayed in February 2024",Jonathan,10
Stayed in February 2024,"Was a bit disappointed there was no warm breakfast available and feel this would have made this a 10/10 for me. Otherwise lovely hotel, fabulous location and would definitely consider again.Location, Bar, spacious comfortable room and bathroom.Stayed in February 2024",Gillian,8.0
Stayed in January 2024,There was nothing that we didn’t likeWe always stay in this hotel when visiting Edinburgh due to its location. The free buffet breakfast is an added bonus.Stayed in January 2024,Sandra,10
Stayed in December 2023,"Only criticism were stone steps up to Reception.  Both my friend and I have walking and climbing disabilities after a long day, the final few steps into hotel were very attractive in keeping with location but a big pain to climb upVery welcoming Reception staff who made us feel like we were very special guests. Room and bathroom were immaculate and looked brand new  with tasteful accessories and quality bathroom toiletries. Breakfasts were very fresh and plentiful with very good optionsStayed in December 2023",Fiona,8.0
Stayed in January 2024,"The room was really quite small. It was a “queen” room, and I can’t imagine how big a “standard” room would be. Having said that, it was comfortable and ok for a couple of days.The staff were very friendly and helpful all the time, offering help rather than just responding. The breakfast is very good.Stayed in January 2024",Eileen,8.0
Stayed in January 2024,Nothing.The location is fantastic. The social area is lovely and the rooms have everything you need for a short stay. The breakfast was also good and better than I expected.Stayed in January 2024,Teresa,10
Stayed in January 2024,NothingThe location was excellent.  Breakfast was good.  Good choice. Staff were friendly and helpful.  The room was comfortable and warm.Stayed in January 2024,Joanne,9.0
Stayed in January 2024,"The room was small but comfortable and well equipped.Location was perfect,Breakfast was plentiful, with a varied choice of good quality items.Stayed in January 2024",Sheena,8.0
Stayed in January 2024,"Rooms slightly small but fine for short stayLocation, price and good bar and restaurantStayed in January 2024",Abbie,10
Stayed in January 2024,"Electricity continually tripped in room and couldn't be fixed so we had to be moved to another room which was done swiftly and competently.  New room had no complimentary toiletries which again was rectified by the lovely reception staff next morning. These things happen, can't complain.  Hotel offered us a free drink at bar in compensation.  All in all enjoyed our stay and would stay again.Was disappointed there was no full English breakfast but what was provided was completely satisfactory.Stayed in January 2024",Travellingblonde,9.0
Stayed in December 2023,"N/AFriendly staff, great service & loved the personal Christmas card that welcomed me back again (shows they knew I had stayed previously) & the shortbread giftStayed in December 2023",Julie,9.0
Stayed in December 2023,Couldn’t fault anything at the property. Nothing was to much trouble for the staff they were all excellent. Room as beautiful and cleanStayed in December 2023,Theresa,9.0
Stayed in January 2024,"NothingDelightful place, quirky and interesting. Room was great, quiet, staff friendly helpful and on the ball.Stayed in January 2024",Thomas,8.0
Stayed in January 2024,"Breakfast felt a little chaotic, different stations all over the place. Had to ask a few times about wheres glasses or fresh orange etcLocation was very good and hotel nice and clean with comfy beds.Stayed in January 2024",Andrew,8.7
Stayed in December 2023,"Rooms were a bit small, but they had a very comfortable public space downstairsLocation was perfect for our trip. The staff was very helpful & the breakfast was outstanding!Stayed in December 2023",Leslie,9.0
Stayed in January 2024,Great locationStayed in January 2024,Dawn,9.0
Stayed in January 2024,"Feels basic compared to other ‘proper’ hotels however price and location v goodIt was my bday was upgraded to room with small balcony room done up with balloons , card etc was a lovely surprise ty to the staffStayed in January 2024",Michelle,8.0
Stayed in January 2024,"Nothing as I said everything about the Ibis was great   I have stayed here previously and also at the Ibis on South BridgeIts very convenient for bus station, staff were very nice and accommodatingStayed in January 2024",Janette,10
Stayed in January 2024,Would have liked a cooked breakfast but couldn't fault the continental offered.Exceptional value and brilliant location- will definitely use this hotel againStayed in January 2024,Mark,10
Stayed in January 2024,"NothingWelcoming on arrival.
Spotless.
Bright and cheerful.
Breakfast fresh and plentiful.Stayed in January 2024",Marion,9.0
Stayed in January 2024,Very friendly helpful staffStayed in January 2024,Hamish,8.0
Stayed in January 2024,"Lighting in room could be better for those of us trying to apply makeup in the room not the bathroom :-)Location brilliant.
Great selection at breakfast.Stayed in January 2024",Joanne,8.0
Stayed in January 2024,"The staff, location, personal touches to the stay.Stayed in January 2024",Lizzie,10
Stayed in January 2024,"The location, the staff the room size was all good. It was the clean and the breakfast was decent, nothing too great just but just alright. For the price I feel it could be better. In any case it was a lovely stay, close to all the great pubs, shopping and attractions.Stayed in January 2024",Tina,10
Stayed in December 2023,Good locationStayed in December 2023,Margaret,10
Stayed in January 2024,"Nothing - our stay was great!What a wee gem! Perfect location for exploring Edinburgh, and such a good value stay. The hotel staff - including pre arrival and post stay (I left some items behind) could not have been more helpful. All of them! Decor is fun and quirky, bedroom was spotless, comfortable and well thought out. Breakfast (included) was great - a relaxed buffet style set up. My friend and I were given neighbouring rooms, and despite facing St Andrew’s square (Christmas decorations still out!) it was such a peaceful night of rest. We will be back!Stayed in January 2024",Dawn,8.0
Stayed in January 2024,"1. No parking. Parking agreement with a parade that is miles away.
2. Only a continental breakfast available.LocationStayed in January 2024",Colin,10
Stayed in December 2023,Room felt a bit smaller than expected. A touch more variety of food at breakfast would be nice. Room cleaning service would be more suitable in the morning rather than in the afternoon.Great location next to St Andrew's Square close to plenty of amenities. There was a reasonable variety of food during breakfast though a bit more wouldn't hurt. The room included the essential facilities.Stayed in December 2023,Nikolay,8.0
Stayed in December 2023,The bed mattressThe staff were amazing!! Mercedes was amazingly helpful and a joy to be around. Katie as well was very helpful and most welcoming.Stayed in December 2023,Maysaloun,8.0
Stayed in December 2023,"NoneVery central, walking distance to shops, attractions and transportation. Lovely room, wonderful staff.Stayed in December 2023",Cindie,9.0
Stayed in December 2023,"Comfy bed, quiet room, great breakfastStayed in December 2023",Jo,10
Stayed in December 2023,NothingThe staff were lovely and took pictures of me and my girls in front of the beautiful Christmas tree. The room was spacious and beds were very comfortable. There was plenty of choice at BreakfastStayed in December 2023,Janice,10
Stayed in December 2023,sofa bed was awful not comfy and old in need of repair... it could of been a lot cleaner lipstick on the cups in the bedroom. The finer details of clean wouldn't go a kiss.Room was spacious....bathroom spacious.   Breakfast  was  brilliant  great range of different things.Stayed in December 2023,Heather,9.0
Stayed in December 2023,Bar prices a bit expensiveGreat location and decorStayed in December 2023,Maureen,9.0
Stayed in December 2023,Friendly staff that do make you feel like at home. Best when it comes to dog friendly hotel (they bring you dog bed and water balls)Stayed in December 2023,Natalia,10
Stayed in December 2023,EverythingStayed in December 2023,Leanne,8.0
Stayed in December 2023,Smoking by the front entrance. Better toilet paper.The location was spot on. Close to all attractions. Clean and friendly.Stayed in December 2023,Linda,10
Stayed in December 2023,"Locating, breakfast, room overlooking Christmas marketStayed in December 2023",Nathanc1259,10
Stayed in December 2023,"We have never been to Edinburgh. However, we were amazed by the fast service and the warm welcome by all the staff at the Ibis. Was not sure about continental breakfast, but it was absolutely beautiful. We tried food we had never tasted before, and it was lovely and fresh. The bedroom was beautiful and clean, and it was lovely to come back from our day to find that the housekeeper has been in and empty our bins and topped our tea and milk up along with making the bed properly. It was also very nice that we could leave our suitcase at the hotel while we finished our last day in style by visiting the beautiful Edinburgh Castle. It would have been so hard if we were to cart a suitcase and bags about.  Thank you, Ibis, and we will see you next year. All the very best for 2024 and merry Christmas to you all.Stayed in December 2023",Lynsey,8.0
Stayed in December 2023,"Our whole stay was just perfect in every way. The hotel is in a great position for exploring and very close to restaurants. Super value. The room was clean, great view and nicely decorated. Thank you so muchStayed in December 2023",Anna,8.7
Stayed in November 2023,The view from our window - a brick wall.It had been recently redecorated and we had h lovely room. On arrival there were a couple of packets of biscuits and a birthday card for my husband - it was a special birthday for him. It was very close to the city centre and a 2 min walk from the tram stop.Stayed in November 2023,Aileen,8.0
Stayed in December 2023,NothingBreakfast was excellent. Surpassed my expectation of a continental  breakfast. Location very central. Room not huge but perfect for our stay. Toiletries amazing.Stayed in December 2023,Lynn,10
Stayed in December 2023,"Well presented, comfortable with excellent staff. From the moment we arrived we were treated as valued guests with attention to making our stay a great one. The room was clean and comfortable with a great view over the square. Breakfast was tasty and plentiful. Our train was not until late the following day so could have been stuck with our baggage all day in the Christmas crowds. However, the hotel was more than happy to store our stuff until the evening. We were even able to add shopping bags to the store later in the day. An excellent, friendly and good value stay in the heart of Edinburgh. Highly recommended.Stayed in December 2023",Matt,10
Stayed in December 2023,"we loved the whole thing. Very relaxed, welcoming and safeStayed in December 2023",Tanya,10
Stayed in December 2023,"Location was perfect, couldn’t ask for anywhere better at Christmas. The staff (especially those working the breakfast) were amazing and really helpful. Breakfast options had a wide variety and some things changed the two morning we were there which kept it fresh. The room was also amazing, really comfy pillows!! Definitely would recommend for any couple celebrating an anniversary or anyone just wanting a wee break to relax.Stayed in December 2023",H,10
Stayed in December 2023,Nothing.Very central and loved the quirky verses everywhere.Stayed in December 2023,Robert,10
Stayed in December 2023,"I was a bit put off with a member off staff asking us to move before we were finished breakfast to get other people a seat it was very rude what she done and I was not pleased.
It looks very bad in front off other people.Stayed in December 2023",Peter,9.0
Stayed in November 2023,"The rooms a tad bit smallEverything was perfect from start to finish  location was ideal, so no need for taxi,s  staff were excellentStayed in November 2023",Tracy,10
Stayed in December 2023,"Breakfast area pretty cramped at peak times, as walking round what is bar type area.Great location , very central. Nice staff.Stayed in December 2023",Anne,10
Stayed in December 2023,EVERYTHINGStayed in December 2023,Dan,8.0
Stayed in December 2023,room smallthe breakfast provided certainly exceeds expectationStayed in December 2023,Iris,9.0
Stayed in December 2023,"NothingExcellent hotel in Excellent location with lovely staff, excellent facilities.Stayed in December 2023",County,10
Stayed in December 2023,"Nothing not to like.Lovely hotel, room had everything you needed for a stay, great location,  staff really friendly and helpful.Stayed in December 2023",Alison,10
Stayed in December 2023,"Could get a little congested at timesLack of proper decaf coffee (sachets only)would like to see proper ground optionGood choice on offer of continental breakfastWell presentedStayed in December 2023",Helen,10
Stayed in December 2023,LocationStayed in December 2023,Annie,10
Stayed in November 2023,"Nothing to reportWarm welcome and excellent staff.Excellent breakfast.Stayed in November 2023",Anthony,10
Stayed in November 2023,"Couldn’t fault itBreakfast was excellent, plenty of choice and topped up regularly, staff very attentive. Location was excellent as just off royal mile and tram stop was opposite hotel.Stayed in November 2023",Caroline,9.0
Stayed in December 2023,"Room a bit too smallBest location in Edinburgh, nicely Christmas decoratedStayed in December 2023",Lucia,10
Stayed in November 2023,"Only issue would be that the room was quite small for two people with suitcasesLocation excellent, both central for transport facilities and restaurants offering evening meals.  Really appreciated the  singer in the lounge bar in eveningStayed in November 2023",Mairi,10
Stayed in December 2023,"The beds were so uncomfortable literally woke up each morning with terrible back ache.
As much as we liked the hotel we would not go back if it had the same bedsLovely hotel 
Breakfast great
Staff excellentStayed in December 2023",Lisa,9.0
Stayed in December 2023,Nothing at all!Amazing location. Very modern and brightStayed in December 2023,Jen,10
Stayed in December 2023,Our heating was a bit difficult to get right but they brought us a portable heater so all good.Great location but still quiet at night. Really clean and modern and we had a free upgrade to a room with a balcony.Stayed in December 2023,Yvette,8.0
Stayed in November 2023,That weird over bed table- made it really hard to nip in and out of bed for the loo- and also reach your mobile phone.  Could do with wheels ?Liked the buffet style breakfast with lots of healthy choicesStayed in November 2023,Baird,10
Stayed in December 2023,Low level lighting in the room.Friendly welcome. Good location. Delicious breakfast.Stayed in December 2023,Ann,8.0
Stayed in December 2023,Cold room. Heating not effective. Prefer fresh milk. Robes poor quality. Rough materialLocation. Clean room. Helpful staff.Stayed in December 2023,Julie,10
Stayed in December 2023,"We were in room 203 and there was a gap at the bottom of the window which was large enough to let in the freezing air and keep a bottle of wine chilled all night! Also the room heating could hardly cope with the coldThe location was excellent, a short walk to the tram, and the shops.I liked the breakfast , especially the porridgeStayed in December 2023",David,8.7
Stayed in December 2023,We had to wait for an available table at breakfast but other than that everything was great.The hotel is in an ideal area for shopping. The rooms are clean and the breakfast is very good.Stayed in December 2023,Susan,10
Stayed in December 2023,"Bedroom heating- inefficient- but noisy at timesCentral 
Beautifully decorated and a welcoming ambianceStayed in December 2023",Heather,9.0
Stayed in December 2023,"Bar service was a but slow at times.Breakfast was ok missed the hot food.,as part of the buffet.Stayed in December 2023",Margaret,10
Stayed in December 2023,"No electric plug around the bedPerfect localisation for a weekend in the City, two minutes away from the Christmas market and everything was just lovely.Stayed in December 2023",Nolwenn,8.0
Stayed in December 2023,Very close to Christmas markets and shopsStayed in December 2023,Georgia,10
Stayed in December 2023,"toilets on first floor near barlocation, hotel was decorated beautiful for Christmas, rooms clean and breakfast lovelyand staff excellantStayed in December 2023",Jacqui,9.0
Stayed in November 2023,Room was a little small but did not.spoil our stay. Comfortable bed but pillows a bit lumpy.Excellently location and felt secure as after 8pm main door was locked but access could be gained via your room door card. Very good complimentary breakfast.Stayed in November 2023,Hayley,9.0
Stayed in November 2023,Size of room was small but as only there for 1 night it was alright. Last time we stayed in an ibis we got help yourself to coffee / tea and croissants in reception admittedly this was before covid.Location great very central . Continental breakfast excellent. Clean room. Staff very friendly and helpful.Stayed in November 2023,Rosemary,8.0
Stayed in December 2023,NothingVery central locationStayed in December 2023,Michelle,10
Stayed in November 2023,"NothingLocation,Bus from Airport stops across the roadStayed in November 2023",Paddy,9.0
Stayed in December 2023,Possibly a bigger room but really not an issue to complain about.Breakfast was very nice with lots of choices and location is excellent for touring the city.Stayed in December 2023,Lesley,8.0
Stayed in November 2023,"I have no complaints about the breakfast . My needs were accommodated so well being a Ceoliac. My husband is old fashioned and likes a cooked breakfast. But that’s a minor thing .Love the look of the hotel , its location is just excellent. Staff were so helpful, friendly and very polite.Stayed in November 2023",Diane,9.0
Stayed in November 2023,Everything was faultless. Had an amazing stay.Amazing stay. Excellent location. Had a newly refurbished room which was beautiful stylish and very comfortable. Staff were amazing. Food at the bar was beautiful. Will definately return.Stayed in November 2023,Simon,8.0
Stayed in November 2023,"Everything was very goodCouldn't fault it. Very comfortable, helpful staff, great location and fantastic breakfast.Stayed in November 2023",Margaret,8.0
Stayed in November 2023,please please provide more vegetarien options for breakfast!everything was greatStayed in November 2023,Vera,9.0
Stayed in November 2023,The room number 6 was coldStayed in November 2023,Tracey,9.0
Stayed in November 2023,"The breakfast was ok but I would have preferred a more Scottish type of food.The Hotel was super clean, the staff friendly and helpful.Stayed in November 2023",John,10
Stayed in October 2023,Small roomLocation and breakfastStayed in October 2023,Anne,10
Stayed in November 2023,"Bed far too firm
Room too warn even using air conditioning (told staff on checkout)Central location
Good breakfast 
Luggage storageStayed in November 2023",Carol,10
Stayed in November 2023,Noth8nStaff were friendly and supportiveStayed in November 2023,Bishop,10
Stayed in November 2023,"I liked everythingLocation was excellent. All the staff were very friendly, welcoming and approachable, had the best time.Stayed in November 2023",Helen,9.0
Stayed in November 2023,Sofa bed very uncomfortable springs sticking through the mattress. We did complain.Location .Have stayed here many times.Stayed in November 2023,Agnes,9.0
Stayed in November 2023,"Rooms in need of fresh decoration , bit worn , room too smallStaff
Breakfast
EntertainmentStayed in November 2023",Esther,10
Stayed in November 2023,"3 steps up to entrance, but that's because I am unstable. A ramp would help.Location. Friendly. Informal. Nice breakfast. View from room. Comfortable. Welcoming.Stayed in November 2023",Ernie,8.0
Stayed in October 2023,NothingEverythingStayed in October 2023,Guy,8.0
Stayed in November 2023,Liked everythingGreat location close to bus and train station friendly staff great food and warm clean roomStayed in November 2023,Chris,8.7
Stayed in November 2023,Liked everything.Location excellent. Breakfast very good. Plenty of choice.Stayed in November 2023,Rosie,10
Stayed in November 2023,The rooms were smaller than what I expectedThe location is superbStayed in November 2023,Adil,10
Stayed in November 2023,Room a little smaller than other Ibis styles we’ve stayed in but we weren’t in it much.Fab location.Lovely reception/bar area.Staff very friendly.Had our dog with us and they were great with him.Stayed in November 2023,Wendy,10
Stayed in November 2023,"Great location, friendly staffStayed in November 2023",Bikegüler,10
