Date,Content,Reviewer-Name,Rating
Stayed in October 2024,NothingHosts and staff very friendly and helpful. Safe secure parking. Excellent breakfast and comfortable bed.Stayed in October 2024,Karen,10
Stayed in September 2024,NothingGreat host in Candice. Very friendly and helpful. very comfortable stay. Would highlighly recommendStayed in September 2024,Tim,9.0
Stayed in June 2024,"There are no TVs in the rooms, there is no microwave in the rooms or atleast in a communal area.
The glasses used the previous night were not washed the following day when housekeeping was done. I had to wash them without a soap.Staff were so helpful. There is this lady with a very calm voice, unfortunately I have forgotten her name. She was preparing breakfast for us. She is soooo calm and sweet. The location is super perfect... Close to everything you may need at St LuciaStayed in June 2024",Siya,8.0
Stayed in June 2024,"The breakfast was delicious, they took our order and made it. Th location is beautiful and we felt safe being there. The owners were so welcoming  and they made us feel at home. We are definitely going back there when we are around ST LuciaStayed in June 2024",Skosana,10
Stayed in June 2024,The hosts were so lovely and helpful. We forgot our binoculars and they borrowed us theirs. Our breakfast was beyond what we expected. Location was so safe and central. Very clean and comfortable. We were beyond satisfiedStayed in June 2024,Jade,10
Stayed in June 2024,No tv in roomsCleanliness and safetyStayed in June 2024,Ntombenhle,9.0
Stayed in June 2024,"It was a great stay at Whalesong. Both cozy and familiar with nice hosts.I really liked the big bowl of fruit salad at the breakfast buffet! We received very good recommendations for tours and restaurants.A moskitonet at the bathroom window would complete the perfect stay to allow to keep the window open at night.Stayed in June 2024",Ferdinand,10
Stayed in June 2024,Nothing not to likeThey really are caring about the little things and breakfast was amazing! Sindi is amazing!Stayed in June 2024,Ntandoyenkosi,9.0
Stayed in June 2024,"Nothing - everything was great.Clean, beautiful property. Well maintained.Stayed in June 2024",Floe,10
Stayed in June 2024,Nothing!Great location and very well maintainedStayed in June 2024,Arnold,10
Stayed in May 2024,NothingGood location.  Friendly hosts.Stayed in May 2024,Andrew,10
Stayed in March 2024,Very nice hosts and dogs :-)Stayed in March 2024,Alexander,10
Stayed in February 2024,NothingHosts were lovely and very helpful booking trips and looking after us like friends. room very comfortable and very clean. Bed was very comfortable.  It was lovely having a pool which was also very clean and the only pool I actually went in throughout my stay in SA. It was lovely. I thoroughly enjoyed my stay as did my husband.  Loved the 2 friendly dogsStayed in February 2024,Elaine,10
Stayed in December 2023,"Nothing, no issuesCandice and Donsie went out off their way to accommodate us. Whalesong is definitely highly recommended. Cindi the chef spoiled us every morning with an extraordinary breakfast and Mkhozi cleaned the rooms every morning friendly and speedily. Whalesong deserves 5 stars.Stayed in December 2023",Louis,10
Stayed in January 2024,"NoneThe hosts were exceptional, they assisted us in:
-booking day adventures
-Exceptionally well maintained and beautiful rooms
-Delicious breakfasts
-Friendly staff which always greet you with a smile
Whalesong is close to the beach and restaurants
We would highly recommend them!!!
They made us feel welcome, and we left extremely relaxed
We will definitely return for another visitStayed in January 2024",Johan,10
Stayed in December 2023,The hosts are exceptionally welcoming...Stayed in December 2023,Landa,10
Stayed in November 2023,"Nothing, except perhaps a stronger water pressure for the shower.Excellent very comprehensive buffet breakfast, even the homemade banana bread was the best we had ever tasted!The hosts were exceptionally helpful and arranged the excursions for us and suggested our programme for our four day stay, according to our interests. We had use of the pretty little garden and swimming pool and a secure, gated large private car park.  Such easy access to wildlife, that even roamed the streets of the town, especially morning and evening, lovely beaches, a dune forest with beautiful rare birds  and a number of very good restaurants serving delicious seafood platters in the town.Stayed in November 2023",A,10
Stayed in February 2025,"Wonderful hospitality - hosts super friendly. 
Lovely room and good location.Stayed in February 2025",Mozzy,10
Stayed in February 2025,Friendly and comfy place. All good!Stayed in February 2025,Jesper,10
Stayed in January 2025,"NoneThe warm welcome of everyone including the staff, their willingness to assist top notch.Stayed in January 2025",Nokubonga,9.0
Stayed in December 2024,Water pressure in the showersI liked the hospitality and how clean it was and how extremely accommodating the host Candace was.Stayed in December 2024,Christo,10
Stayed in November 2024,The quietness and sooo peacefull.. The staff is so helpfull there.. Many thankx will definetely come backStayed in November 2024,Mthimkhulu,8.0
Stayed in December 2024,I literally liked everything.Stayed in December 2024,Paweł,10
Stayed in October 2024,"N/aOwners very knowledgeable about the local area and tours. Happy to book on your behalf. Pick ups direct from accommodation
Quiet location, nice surroundings. Breakfast very goodStayed in October 2024",Jackie,10
Stayed in October 2024,NothingHosts and staff very friendly and helpful. Safe secure parking. Excellent breakfast and comfortable bed.Stayed in October 2024,Karen,10
Stayed in September 2024,NothingGreat host in Candice. Very friendly and helpful. very comfortable stay. Would highlighly recommendStayed in September 2024,Tim,9.0
Stayed in June 2024,"There are no TVs in the rooms, there is no microwave in the rooms or atleast in a communal area.
The glasses used the previous night were not washed the following day when housekeeping was done. I had to wash them without a soap.Staff were so helpful. There is this lady with a very calm voice, unfortunately I have forgotten her name. She was preparing breakfast for us. She is soooo calm and sweet. The location is super perfect... Close to everything you may need at St LuciaStayed in June 2024",Siya,8.0
Stayed in June 2024,"The breakfast was delicious, they took our order and made it. Th location is beautiful and we felt safe being there. The owners were so welcoming  and they made us feel at home. We are definitely going back there when we are around ST LuciaStayed in June 2024",Skosana,10
Stayed in June 2024,The hosts were so lovely and helpful. We forgot our binoculars and they borrowed us theirs. Our breakfast was beyond what we expected. Location was so safe and central. Very clean and comfortable. We were beyond satisfiedStayed in June 2024,Jade,10
Stayed in June 2024,No tv in roomsCleanliness and safetyStayed in June 2024,Ntombenhle,9.0
Stayed in June 2024,"It was a great stay at Whalesong. Both cozy and familiar with nice hosts.I really liked the big bowl of fruit salad at the breakfast buffet! We received very good recommendations for tours and restaurants.A moskitonet at the bathroom window would complete the perfect stay to allow to keep the window open at night.Stayed in June 2024",Ferdinand,10
Stayed in June 2024,Nothing not to likeThey really are caring about the little things and breakfast was amazing! Sindi is amazing!Stayed in June 2024,Ntandoyenkosi,9.0
Stayed in June 2024,"Nothing - everything was great.Clean, beautiful property. Well maintained.Stayed in June 2024",Floe,10
Stayed in June 2024,Nothing!Great location and very well maintainedStayed in June 2024,Arnold,10
Stayed in May 2024,NothingGood location.  Friendly hosts.Stayed in May 2024,Andrew,10
Stayed in March 2024,Very nice hosts and dogs :-)Stayed in March 2024,Alexander,10
Stayed in February 2024,NothingHosts were lovely and very helpful booking trips and looking after us like friends. room very comfortable and very clean. Bed was very comfortable.  It was lovely having a pool which was also very clean and the only pool I actually went in throughout my stay in SA. It was lovely. I thoroughly enjoyed my stay as did my husband.  Loved the 2 friendly dogsStayed in February 2024,Elaine,10
Stayed in December 2023,"Nothing, no issuesCandice and Donsie went out off their way to accommodate us. Whalesong is definitely highly recommended. Cindi the chef spoiled us every morning with an extraordinary breakfast and Mkhozi cleaned the rooms every morning friendly and speedily. Whalesong deserves 5 stars.Stayed in December 2023",Louis,10
Stayed in January 2024,"NoneThe hosts were exceptional, they assisted us in:
-booking day adventures
-Exceptionally well maintained and beautiful rooms
-Delicious breakfasts
-Friendly staff which always greet you with a smile
Whalesong is close to the beach and restaurants
We would highly recommend them!!!
They made us feel welcome, and we left extremely relaxed
We will definitely return for another visitStayed in January 2024",Johan,10
Stayed in December 2023,The hosts are exceptionally welcoming...Stayed in December 2023,Landa,10
Stayed in November 2023,"Nothing, except perhaps a stronger water pressure for the shower.Excellent very comprehensive buffet breakfast, even the homemade banana bread was the best we had ever tasted!The hosts were exceptionally helpful and arranged the excursions for us and suggested our programme for our four day stay, according to our interests. We had use of the pretty little garden and swimming pool and a secure, gated large private car park.  Such easy access to wildlife, that even roamed the streets of the town, especially morning and evening, lovely beaches, a dune forest with beautiful rare birds  and a number of very good restaurants serving delicious seafood platters in the town.Stayed in November 2023",A,10
Stayed in February 2025,"Quiet, safe, comfortable and great location!Stayed in February 2025",Carolyn,9.0
Stayed in January 2025,"Clean, comfortable, friendly, affordable! You can read more in my other review, as I had extended my stay for another night.Stayed in January 2025",Stephen,9.0
Stayed in January 2025,"The front desk staff was very friendly and helpful.  The room was exceptionally clean, and very comfortable. There are several restaurants nearby.  Hopped on a bus easily enough to get up to the Village at Blue.  This was a very affordable option for my little side trip to visit with family in the Collingwood area.  Value for dollar is great. Slightly removed from the touristy area - but that has its pros too! Easy location at intersection to arrange meeting up with family and transportation.  Staying here exceeded my expectations, and again, was comfortable, clean and friendly.Stayed in January 2025",Stephen,9.0
Stayed in February 2025,"The room was very datedThe place is what you'd expect in a motel.
The decor was very dated,,, what you might have seen in the 70s. I spoke to them about it and they do have plans to upgrade so it should be a nicer stay in the futureStayed in February 2025",Danny,7.0
Stayed in February 2025,Good location -and reasonable rateStayed in February 2025,Ilse,8.0
Stayed in February 2025,No toilet bowl brush available.Clean. Comfy. Warm.Stayed in February 2025,O,8.0
Stayed in February 2025,Aesthetically the rooms are a bit dated but that is to be expected at this price point. Functionally there is nothing bad to say at all.Friendly staff. Large rooms. Very clean.Stayed in February 2025,Alex,8.0
Stayed in January 2025,Super clean and microwave and large fridge was handy. 10 min drive to Blue Mountain. Quick and easy check in and check out.Stayed in January 2025,Guia,9.0
Stayed in January 2025,"Convenience to restaurants,  excursionsStayed in January 2025",Thelma,8.0
Stayed in January 2025,"Keep coffee and tea available all day.Location was central.Great value!Stayed in January 2025",Mark,9.0
Stayed in December 2024,They could be more Friendly and Humble to the guest. Basin of the washroom was cracked. There could be Electric kettle in room but they have kettle in Lobby.Room was good in overall.Stayed in December 2024,Tara,7.0
Stayed in December 2024,"Conveniently located about 15min to Blue Mountain village.
Free parking and a lot of amenties within walking distance
Good value for moneyStayed in December 2024",Pk,7.0
Stayed in October 2024,"Friendly staff person, clean, great value.Stayed in October 2024",Vicki,9.0
Stayed in October 2024,Coffee was gone by the time we checked outGood locationStayed in October 2024,Golda,8.0
Stayed in October 2024,"There was noise from the room upstairs late at night.The room was nice and clean, good location, and friendly staff.Stayed in October 2024",Jivesh,8.0
Stayed in September 2024,"The only thing we thought ....was their poor choice of toilets.  The one we had was very low and not elongated making it very difficult to get up and use.It looked like the new owners put in new carpeting throughout, new lamps and furniture,including new airconditioning units as well as new wallpaper.  That was our impression.  They have only been there since May of this year so kudos to them.Stayed in September 2024",Holowka,8.0
Stayed in September 2024,"We enjoy reading, we would have appreciated better reading lamps on the bed side tables.Location was very convenient, located blocks from downtown and  the beach area!Stayed in September 2024",Rick,8.0
Stayed in August 2024,"The property is under new management and they are renovating. I do wish them the best of luck. There are some issues with uneven doors and maybe some mold issues in the bathrooms but I do believe they are taking control of those isses.What a quaint place the ""Luxury Inn"" is.  While I may not have named it the Luxury Inn - no pool, no spa, no room service, no bell hops etc.  It was indeed what we were looking for on our one night stay.  The room was clean. The linens and towels were fresh & crisp; the beds & pillows were comfortable. Yes, there was A/C but we were also happy that the windows actually opened. No issues with cable or Wifi; plenty of parking, central location and reasonably priced.  Our hostess Dajinder and her brother were friendly and accommodating. As an added bonus.... we had a lovely evening sharing a BBQ with other guests in the rear patio area. Coffee and tea was offered in the morning.Stayed in August 2024",Sylvia,8.0
Stayed in August 2024,N/aWe enjoyed our stay and our room worked well for my family of five.Stayed in August 2024,Steve,8.0
Stayed in August 2024,Toilet tank doesn't pump water sometimes and is slow when it does work.  Asked owner and they us a bucket just in case.Staff accommodating and helpful with late check ins.Stayed in August 2024,Viet,9.0
Stayed in August 2024,"NothingClean, comfortable, great location, and HD TV channels.Stayed in August 2024",Scott,8.0
Stayed in August 2024,Comfortable beds. Friendly staff. CleanStayed in August 2024,Dawn,8.0
Stayed in August 2024,"Always love to have breakfast included.Location was great- right near lots of restaurants, coffee shops. Great value for the price. Coffee/Tea available in morning & evening.Stayed in August 2024",Lynn,9.0
Stayed in August 2024,Spacious roomsLocationStayed in August 2024,Ankam,9.0
Stayed in February 2025,"Quiet, safe, comfortable and great location!Stayed in February 2025",Carolyn,9.0
Stayed in January 2025,"Clean, comfortable, friendly, affordable! You can read more in my other review, as I had extended my stay for another night.Stayed in January 2025",Stephen,9.0
Stayed in January 2025,"The front desk staff was very friendly and helpful.  The room was exceptionally clean, and very comfortable. There are several restaurants nearby.  Hopped on a bus easily enough to get up to the Village at Blue.  This was a very affordable option for my little side trip to visit with family in the Collingwood area.  Value for dollar is great. Slightly removed from the touristy area - but that has its pros too! Easy location at intersection to arrange meeting up with family and transportation.  Staying here exceeded my expectations, and again, was comfortable, clean and friendly.Stayed in January 2025",Stephen,9.0
Stayed in February 2025,"The room was very datedThe place is what you'd expect in a motel.
The decor was very dated,,, what you might have seen in the 70s. I spoke to them about it and they do have plans to upgrade so it should be a nicer stay in the futureStayed in February 2025",Danny,7.0
Stayed in February 2025,Good location -and reasonable rateStayed in February 2025,Ilse,8.0
Stayed in February 2025,No toilet bowl brush available.Clean. Comfy. Warm.Stayed in February 2025,O,8.0
Stayed in February 2025,Aesthetically the rooms are a bit dated but that is to be expected at this price point. Functionally there is nothing bad to say at all.Friendly staff. Large rooms. Very clean.Stayed in February 2025,Alex,8.0
Stayed in January 2025,Super clean and microwave and large fridge was handy. 10 min drive to Blue Mountain. Quick and easy check in and check out.Stayed in January 2025,Guia,9.0
Stayed in January 2025,"Convenience to restaurants,  excursionsStayed in January 2025",Thelma,8.0
Stayed in January 2025,"Keep coffee and tea available all day.Location was central.Great value!Stayed in January 2025",Mark,9.0
Stayed in December 2024,They could be more Friendly and Humble to the guest. Basin of the washroom was cracked. There could be Electric kettle in room but they have kettle in Lobby.Room was good in overall.Stayed in December 2024,Tara,7.0
Stayed in December 2024,"Conveniently located about 15min to Blue Mountain village.
Free parking and a lot of amenties within walking distance
Good value for moneyStayed in December 2024",Pk,7.0
Stayed in October 2024,"Friendly staff person, clean, great value.Stayed in October 2024",Vicki,9.0
Stayed in October 2024,Coffee was gone by the time we checked outGood locationStayed in October 2024,Golda,8.0
Stayed in October 2024,"There was noise from the room upstairs late at night.The room was nice and clean, good location, and friendly staff.Stayed in October 2024",Jivesh,8.0
Stayed in September 2024,"The only thing we thought ....was their poor choice of toilets.  The one we had was very low and not elongated making it very difficult to get up and use.It looked like the new owners put in new carpeting throughout, new lamps and furniture,including new airconditioning units as well as new wallpaper.  That was our impression.  They have only been there since May of this year so kudos to them.Stayed in September 2024",Holowka,8.0
Stayed in September 2024,"We enjoy reading, we would have appreciated better reading lamps on the bed side tables.Location was very convenient, located blocks from downtown and  the beach area!Stayed in September 2024",Rick,8.0
Stayed in August 2024,"The property is under new management and they are renovating. I do wish them the best of luck. There are some issues with uneven doors and maybe some mold issues in the bathrooms but I do believe they are taking control of those isses.What a quaint place the ""Luxury Inn"" is.  While I may not have named it the Luxury Inn - no pool, no spa, no room service, no bell hops etc.  It was indeed what we were looking for on our one night stay.  The room was clean. The linens and towels were fresh & crisp; the beds & pillows were comfortable. Yes, there was A/C but we were also happy that the windows actually opened. No issues with cable or Wifi; plenty of parking, central location and reasonably priced.  Our hostess Dajinder and her brother were friendly and accommodating. As an added bonus.... we had a lovely evening sharing a BBQ with other guests in the rear patio area. Coffee and tea was offered in the morning.Stayed in August 2024",Sylvia,8.0
Stayed in August 2024,N/aWe enjoyed our stay and our room worked well for my family of five.Stayed in August 2024,Steve,8.0
Stayed in August 2024,Toilet tank doesn't pump water sometimes and is slow when it does work.  Asked owner and they us a bucket just in case.Staff accommodating and helpful with late check ins.Stayed in August 2024,Viet,9.0
Stayed in August 2024,"NothingClean, comfortable, great location, and HD TV channels.Stayed in August 2024",Scott,8.0
Stayed in August 2024,Comfortable beds. Friendly staff. CleanStayed in August 2024,Dawn,8.0
Stayed in August 2024,"Always love to have breakfast included.Location was great- right near lots of restaurants, coffee shops. Great value for the price. Coffee/Tea available in morning & evening.Stayed in August 2024",Lynn,9.0
Stayed in August 2024,Spacious roomsLocationStayed in August 2024,Ankam,9.0
Stayed in February 2025,"Quiet, safe, comfortable and great location!Stayed in February 2025",Carolyn,9.0
Stayed in January 2025,"Clean, comfortable, friendly, affordable! You can read more in my other review, as I had extended my stay for another night.Stayed in January 2025",Stephen,9.0
Stayed in January 2025,"The front desk staff was very friendly and helpful.  The room was exceptionally clean, and very comfortable. There are several restaurants nearby.  Hopped on a bus easily enough to get up to the Village at Blue.  This was a very affordable option for my little side trip to visit with family in the Collingwood area.  Value for dollar is great. Slightly removed from the touristy area - but that has its pros too! Easy location at intersection to arrange meeting up with family and transportation.  Staying here exceeded my expectations, and again, was comfortable, clean and friendly.Stayed in January 2025",Stephen,9.0
Stayed in February 2025,"The room was very datedThe place is what you'd expect in a motel.
The decor was very dated,,, what you might have seen in the 70s. I spoke to them about it and they do have plans to upgrade so it should be a nicer stay in the futureStayed in February 2025",Danny,7.0
Stayed in February 2025,Good location -and reasonable rateStayed in February 2025,Ilse,8.0
Stayed in February 2025,No toilet bowl brush available.Clean. Comfy. Warm.Stayed in February 2025,O,8.0
Stayed in February 2025,Aesthetically the rooms are a bit dated but that is to be expected at this price point. Functionally there is nothing bad to say at all.Friendly staff. Large rooms. Very clean.Stayed in February 2025,Alex,8.0
Stayed in January 2025,Super clean and microwave and large fridge was handy. 10 min drive to Blue Mountain. Quick and easy check in and check out.Stayed in January 2025,Guia,9.0
Stayed in January 2025,"Convenience to restaurants,  excursionsStayed in January 2025",Thelma,8.0
Stayed in January 2025,"Keep coffee and tea available all day.Location was central.Great value!Stayed in January 2025",Mark,9.0
Stayed in December 2024,They could be more Friendly and Humble to the guest. Basin of the washroom was cracked. There could be Electric kettle in room but they have kettle in Lobby.Room was good in overall.Stayed in December 2024,Tara,7.0
Stayed in December 2024,"Conveniently located about 15min to Blue Mountain village.
Free parking and a lot of amenties within walking distance
Good value for moneyStayed in December 2024",Pk,7.0
Stayed in October 2024,"Friendly staff person, clean, great value.Stayed in October 2024",Vicki,9.0
Stayed in October 2024,Coffee was gone by the time we checked outGood locationStayed in October 2024,Golda,8.0
Stayed in October 2024,"There was noise from the room upstairs late at night.The room was nice and clean, good location, and friendly staff.Stayed in October 2024",Jivesh,8.0
Stayed in September 2024,"The only thing we thought ....was their poor choice of toilets.  The one we had was very low and not elongated making it very difficult to get up and use.It looked like the new owners put in new carpeting throughout, new lamps and furniture,including new airconditioning units as well as new wallpaper.  That was our impression.  They have only been there since May of this year so kudos to them.Stayed in September 2024",Holowka,8.0
Stayed in September 2024,"We enjoy reading, we would have appreciated better reading lamps on the bed side tables.Location was very convenient, located blocks from downtown and  the beach area!Stayed in September 2024",Rick,8.0
Stayed in August 2024,"The property is under new management and they are renovating. I do wish them the best of luck. There are some issues with uneven doors and maybe some mold issues in the bathrooms but I do believe they are taking control of those isses.What a quaint place the ""Luxury Inn"" is.  While I may not have named it the Luxury Inn - no pool, no spa, no room service, no bell hops etc.  It was indeed what we were looking for on our one night stay.  The room was clean. The linens and towels were fresh & crisp; the beds & pillows were comfortable. Yes, there was A/C but we were also happy that the windows actually opened. No issues with cable or Wifi; plenty of parking, central location and reasonably priced.  Our hostess Dajinder and her brother were friendly and accommodating. As an added bonus.... we had a lovely evening sharing a BBQ with other guests in the rear patio area. Coffee and tea was offered in the morning.Stayed in August 2024",Sylvia,8.0
Stayed in August 2024,N/aWe enjoyed our stay and our room worked well for my family of five.Stayed in August 2024,Steve,8.0
Stayed in August 2024,Toilet tank doesn't pump water sometimes and is slow when it does work.  Asked owner and they us a bucket just in case.Staff accommodating and helpful with late check ins.Stayed in August 2024,Viet,9.0
Stayed in August 2024,"NothingClean, comfortable, great location, and HD TV channels.Stayed in August 2024",Scott,8.0
Stayed in August 2024,Comfortable beds. Friendly staff. CleanStayed in August 2024,Dawn,8.0
Stayed in August 2024,"Always love to have breakfast included.Location was great- right near lots of restaurants, coffee shops. Great value for the price. Coffee/Tea available in morning & evening.Stayed in August 2024",Lynn,9.0
Stayed in August 2024,Spacious roomsLocationStayed in August 2024,Ankam,9.0
Stayed in February 2025,"Quiet, safe, comfortable and great location!Stayed in February 2025",Carolyn,9.0
Stayed in January 2025,"Clean, comfortable, friendly, affordable! You can read more in my other review, as I had extended my stay for another night.Stayed in January 2025",Stephen,9.0
Stayed in January 2025,"The front desk staff was very friendly and helpful.  The room was exceptionally clean, and very comfortable. There are several restaurants nearby.  Hopped on a bus easily enough to get up to the Village at Blue.  This was a very affordable option for my little side trip to visit with family in the Collingwood area.  Value for dollar is great. Slightly removed from the touristy area - but that has its pros too! Easy location at intersection to arrange meeting up with family and transportation.  Staying here exceeded my expectations, and again, was comfortable, clean and friendly.Stayed in January 2025",Stephen,9.0
Stayed in February 2025,"The room was very datedThe place is what you'd expect in a motel.
The decor was very dated,,, what you might have seen in the 70s. I spoke to them about it and they do have plans to upgrade so it should be a nicer stay in the futureStayed in February 2025",Danny,7.0
Stayed in February 2025,Good location -and reasonable rateStayed in February 2025,Ilse,8.0
Stayed in February 2025,No toilet bowl brush available.Clean. Comfy. Warm.Stayed in February 2025,O,8.0
Stayed in February 2025,Aesthetically the rooms are a bit dated but that is to be expected at this price point. Functionally there is nothing bad to say at all.Friendly staff. Large rooms. Very clean.Stayed in February 2025,Alex,8.0
Stayed in January 2025,Super clean and microwave and large fridge was handy. 10 min drive to Blue Mountain. Quick and easy check in and check out.Stayed in January 2025,Guia,9.0
Stayed in January 2025,"Convenience to restaurants,  excursionsStayed in January 2025",Thelma,8.0
Stayed in January 2025,"Keep coffee and tea available all day.Location was central.Great value!Stayed in January 2025",Mark,9.0
Stayed in December 2024,They could be more Friendly and Humble to the guest. Basin of the washroom was cracked. There could be Electric kettle in room but they have kettle in Lobby.Room was good in overall.Stayed in December 2024,Tara,7.0
Stayed in December 2024,"Conveniently located about 15min to Blue Mountain village.
Free parking and a lot of amenties within walking distance
Good value for moneyStayed in December 2024",Pk,7.0
Stayed in October 2024,"Friendly staff person, clean, great value.Stayed in October 2024",Vicki,9.0
Stayed in October 2024,Coffee was gone by the time we checked outGood locationStayed in October 2024,Golda,8.0
Stayed in October 2024,"There was noise from the room upstairs late at night.The room was nice and clean, good location, and friendly staff.Stayed in October 2024",Jivesh,8.0
Stayed in September 2024,"The only thing we thought ....was their poor choice of toilets.  The one we had was very low and not elongated making it very difficult to get up and use.It looked like the new owners put in new carpeting throughout, new lamps and furniture,including new airconditioning units as well as new wallpaper.  That was our impression.  They have only been there since May of this year so kudos to them.Stayed in September 2024",Holowka,8.0
Stayed in September 2024,"We enjoy reading, we would have appreciated better reading lamps on the bed side tables.Location was very convenient, located blocks from downtown and  the beach area!Stayed in September 2024",Rick,8.0
Stayed in August 2024,"The property is under new management and they are renovating. I do wish them the best of luck. There are some issues with uneven doors and maybe some mold issues in the bathrooms but I do believe they are taking control of those isses.What a quaint place the ""Luxury Inn"" is.  While I may not have named it the Luxury Inn - no pool, no spa, no room service, no bell hops etc.  It was indeed what we were looking for on our one night stay.  The room was clean. The linens and towels were fresh & crisp; the beds & pillows were comfortable. Yes, there was A/C but we were also happy that the windows actually opened. No issues with cable or Wifi; plenty of parking, central location and reasonably priced.  Our hostess Dajinder and her brother were friendly and accommodating. As an added bonus.... we had a lovely evening sharing a BBQ with other guests in the rear patio area. Coffee and tea was offered in the morning.Stayed in August 2024",Sylvia,8.0
Stayed in August 2024,N/aWe enjoyed our stay and our room worked well for my family of five.Stayed in August 2024,Steve,8.0
Stayed in August 2024,Toilet tank doesn't pump water sometimes and is slow when it does work.  Asked owner and they us a bucket just in case.Staff accommodating and helpful with late check ins.Stayed in August 2024,Viet,9.0
Stayed in August 2024,"NothingClean, comfortable, great location, and HD TV channels.Stayed in August 2024",Scott,8.0
Stayed in August 2024,Comfortable beds. Friendly staff. CleanStayed in August 2024,Dawn,8.0
Stayed in August 2024,"Always love to have breakfast included.Location was great- right near lots of restaurants, coffee shops. Great value for the price. Coffee/Tea available in morning & evening.Stayed in August 2024",Lynn,9.0
Stayed in August 2024,Spacious roomsLocationStayed in August 2024,Ankam,9.0
Stayed in February 2025,"Quiet, safe, comfortable and great location!Stayed in February 2025",Carolyn,9.0
Stayed in January 2025,"Clean, comfortable, friendly, affordable! You can read more in my other review, as I had extended my stay for another night.Stayed in January 2025",Stephen,9.0
Stayed in January 2025,"The front desk staff was very friendly and helpful.  The room was exceptionally clean, and very comfortable. There are several restaurants nearby.  Hopped on a bus easily enough to get up to the Village at Blue.  This was a very affordable option for my little side trip to visit with family in the Collingwood area.  Value for dollar is great. Slightly removed from the touristy area - but that has its pros too! Easy location at intersection to arrange meeting up with family and transportation.  Staying here exceeded my expectations, and again, was comfortable, clean and friendly.Stayed in January 2025",Stephen,9.0
Stayed in February 2025,"The room was very datedThe place is what you'd expect in a motel.
The decor was very dated,,, what you might have seen in the 70s. I spoke to them about it and they do have plans to upgrade so it should be a nicer stay in the futureStayed in February 2025",Danny,7.0
Stayed in February 2025,Good location -and reasonable rateStayed in February 2025,Ilse,8.0
Stayed in February 2025,No toilet bowl brush available.Clean. Comfy. Warm.Stayed in February 2025,O,8.0
Stayed in February 2025,Aesthetically the rooms are a bit dated but that is to be expected at this price point. Functionally there is nothing bad to say at all.Friendly staff. Large rooms. Very clean.Stayed in February 2025,Alex,8.0
Stayed in January 2025,Super clean and microwave and large fridge was handy. 10 min drive to Blue Mountain. Quick and easy check in and check out.Stayed in January 2025,Guia,9.0
Stayed in January 2025,"Convenience to restaurants,  excursionsStayed in January 2025",Thelma,8.0
Stayed in January 2025,"Keep coffee and tea available all day.Location was central.Great value!Stayed in January 2025",Mark,9.0
Stayed in December 2024,They could be more Friendly and Humble to the guest. Basin of the washroom was cracked. There could be Electric kettle in room but they have kettle in Lobby.Room was good in overall.Stayed in December 2024,Tara,7.0
Stayed in December 2024,"Conveniently located about 15min to Blue Mountain village.
Free parking and a lot of amenties within walking distance
Good value for moneyStayed in December 2024",Pk,7.0
Stayed in October 2024,"Friendly staff person, clean, great value.Stayed in October 2024",Vicki,9.0
Stayed in October 2024,Coffee was gone by the time we checked outGood locationStayed in October 2024,Golda,8.0
Stayed in October 2024,"There was noise from the room upstairs late at night.The room was nice and clean, good location, and friendly staff.Stayed in October 2024",Jivesh,8.0
Stayed in September 2024,"The only thing we thought ....was their poor choice of toilets.  The one we had was very low and not elongated making it very difficult to get up and use.It looked like the new owners put in new carpeting throughout, new lamps and furniture,including new airconditioning units as well as new wallpaper.  That was our impression.  They have only been there since May of this year so kudos to them.Stayed in September 2024",Holowka,8.0
Stayed in September 2024,"We enjoy reading, we would have appreciated better reading lamps on the bed side tables.Location was very convenient, located blocks from downtown and  the beach area!Stayed in September 2024",Rick,8.0
Stayed in August 2024,"The property is under new management and they are renovating. I do wish them the best of luck. There are some issues with uneven doors and maybe some mold issues in the bathrooms but I do believe they are taking control of those isses.What a quaint place the ""Luxury Inn"" is.  While I may not have named it the Luxury Inn - no pool, no spa, no room service, no bell hops etc.  It was indeed what we were looking for on our one night stay.  The room was clean. The linens and towels were fresh & crisp; the beds & pillows were comfortable. Yes, there was A/C but we were also happy that the windows actually opened. No issues with cable or Wifi; plenty of parking, central location and reasonably priced.  Our hostess Dajinder and her brother were friendly and accommodating. As an added bonus.... we had a lovely evening sharing a BBQ with other guests in the rear patio area. Coffee and tea was offered in the morning.Stayed in August 2024",Sylvia,8.0
Stayed in August 2024,N/aWe enjoyed our stay and our room worked well for my family of five.Stayed in August 2024,Steve,8.0
Stayed in August 2024,Toilet tank doesn't pump water sometimes and is slow when it does work.  Asked owner and they us a bucket just in case.Staff accommodating and helpful with late check ins.Stayed in August 2024,Viet,9.0
Stayed in August 2024,"NothingClean, comfortable, great location, and HD TV channels.Stayed in August 2024",Scott,8.0
Stayed in August 2024,Comfortable beds. Friendly staff. CleanStayed in August 2024,Dawn,8.0
Stayed in August 2024,"Always love to have breakfast included.Location was great- right near lots of restaurants, coffee shops. Great value for the price. Coffee/Tea available in morning & evening.Stayed in August 2024",Lynn,9.0
Stayed in August 2024,Spacious roomsLocationStayed in August 2024,Ankam,9.0
Stayed in February 2025,"Quiet, safe, comfortable and great location!Stayed in February 2025",Carolyn,9.0
